        Sim_Code  PCR_Mass   Lab  NShows  PCR_EMin  PCR_EMax  PCR_ThMin  PCR_ThMax  Det_S
0  Corsika-77500         1  BUAP    1000         9        11          0         25    1.0
       iClst  nShow  NPart         CCode  sCCode  NGam  NEle  NMu  ftP_ID  ltP_ID         dXm         dYm         dRm         sRm           Tmin          dT             Tm            sT          Px         Py          Pz         Ene      Theta     sTheta        Phi         dE/dS         dE/dT        dE/dTS    Thermy
33079   20.0  454.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -100.795763  416.564960  428.586224    4.657521   40802.625768    0.001013   40802.626275  7.166242e-04    0.002048  -0.050631    0.217517    0.223347  13.113598   2.020578 -87.684036  1.029606e-02  3.121014e+02  1.438753e+01  0.036203
33091   32.0  454.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -409.706231  -20.427400  410.215156  320.694026   40823.053337    0.016858   40823.061766  1.192030e-02   -0.006662  -0.118128    0.440189    0.455812  15.044637   7.453409  86.772076  4.432044e-06  3.824152e+01  3.718377e-04  0.134324
33101   42.0  454.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0  263.555230 -201.866766  331.981250  297.388154   40811.842418    0.035594   40811.864961  1.960402e-02   -0.006878  -0.187373    0.714078    0.738286  14.712303   6.187915  87.897862  8.347903e-06  3.766185e+01  4.258477e-04  0.111444
33107   48.0  454.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  241.057468  202.194036  314.628560  101.091411   40827.733273    0.033069   40827.749808  2.338308e-02   -0.039175  -0.551285    2.011146    2.085739  15.365913   7.101468  85.935328  2.040945e-04  8.920244e+01  8.728673e-03  0.128210
33114   55.0  454.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -222.680605 -262.512752  344.237704  213.818431   40834.666558    0.071312   40834.702214  5.042553e-02    0.001567  -0.033525    0.113879    0.118722  16.421018   1.202834 -87.324225  2.596810e-06  2.354446e+00  5.149895e-05  0.021885
33116   57.0  454.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  199.209365   24.610628  200.723826   69.109520   40837.883779    0.007453   40837.887505  5.269769e-03   -0.005382  -0.075098    0.255655    0.266513  16.409709   4.963789  85.900691  5.580115e-05  5.058360e+01  1.059093e-02  0.090200
33139   80.0  454.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  427.350223  339.682508  545.905138   41.557084   40838.691325    0.049662   40838.716156  3.511621e-02   -0.011115  -0.099637    0.349539    0.363642  16.003960   3.923663  83.634723  2.105640e-04  1.035569e+01  5.996377e-03  0.071186
33141   82.0  454.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  143.164441  246.348658  284.927568  401.365590   40820.315258    0.056405   40820.343461  3.988410e-02   -0.003050  -0.055952    0.244808    0.251140  12.892494   3.648613  86.879888  1.558963e-06  6.296905e+00  3.908830e-05  0.065283
33142   83.0  454.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -255.841305  173.413890  309.074668  260.551027   40836.518402    0.222252   40836.629528  1.571561e-01   -0.035890  -0.271269    0.982022    1.019453  15.570068   7.442276  82.463397  1.501695e-05  6.486927e+00  9.555500e-05  0.134462
33158   99.0  454.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  341.517256  143.836851  370.571283  444.704794   40834.898920    0.036561   40834.917200  2.585241e-02   -0.028095  -0.237208    0.864313    0.896716  15.448973   5.153835  83.245407  4.534311e-06  3.468732e+01  1.753990e-04  0.093198
33183  124.0  454.0    4.0  1.003000e+03     2.0   3.0   1.0  0.0     1.0     1.0 -134.520217  221.036967  258.752835  227.434111   40889.408488    0.032949   40889.417821  1.578428e-02    0.013950  -0.461533    1.588671    1.654421  16.206382   3.164059 -88.268702  3.198416e-05  1.048211e+02  2.026458e-03  0.057479
33204  145.0  454.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -210.669442  139.215727  252.512638  132.285364   41013.246928    0.066033   41013.279945  4.669220e-02    0.018616  -0.126398    0.307192    0.332705  22.582491   7.588125 -81.621760  1.901237e-05  7.125654e+00  4.071938e-04  0.143016
33260  201.0  454.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  -52.996011  389.286067  392.876849  608.373511   41004.271420    0.021442   41004.282141  1.516173e-02   -0.002428  -0.056198    0.189738    0.197995  16.513219   1.796092  87.526164  5.349505e-07  1.305973e+01  3.528528e-05  0.032691
33294  235.0  454.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  412.008172  141.151895  435.516465  265.962038   40851.340017    0.165169   40851.422601  1.167920e-01   -0.014893  -0.112110    0.419909    0.434874  15.073931   7.967371  82.432926  6.147861e-06  3.723523e+00  5.263986e-05  0.143548
33395    8.0  456.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     1.0     3.0  -50.057198 -204.539561  210.575770  249.474903   61149.925901    0.036759   61149.947521  1.921706e-02   -0.091685  -0.076078    0.350524    0.370222  18.772243   4.280806  39.684939  5.948520e-06  1.926630e+01  3.095598e-04  0.078838
33515   24.0  460.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  271.045732  -99.188092  288.624438  166.236861   29554.188673    0.035392   29554.206369  2.502572e-02   -0.043171   0.013838    0.168925    0.174910  15.022620   3.350203 -17.772571  6.329349e-06  6.989474e+00  2.529239e-04  0.060507
33578   87.0  460.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -340.963336 -162.044195  377.510686  285.719796   30429.214830    0.018607   30429.224134  1.315747e-02   -0.099549  -0.097753    0.499654    0.518792  15.601436   6.919366  44.478434  6.354962e-06  3.943248e+01  4.830293e-04  0.125081
33635   29.0  461.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -151.545650    1.920484  151.557818  158.708499   56275.634393    0.033206   56275.650996  2.348007e-02    0.001059   0.056522    0.127769    0.139719  23.867309   1.237506  88.926991  5.546948e-06  5.950775e+00  2.362507e-04  0.023616
33645   39.0  461.0    5.0  2.003000e+03     3.0   3.0   2.0  0.0     2.0     1.0  -47.959110 -135.877647  144.093065  407.353489   56294.084324    0.056977   56294.108967  2.110768e-02    0.058977   4.039932    8.797161    9.680644  24.668388   9.088871  89.163623  5.833932e-05  4.586530e+02  2.764021e-03  0.173830
33655   49.0  461.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  455.533306 -178.085361  489.106316    2.796950   56186.801604    0.004336   56186.803772  3.066238e-03   -0.057177   0.112659    0.369346    0.390357  18.883639   9.385162 -63.091171  4.989904e-02  1.273495e+02  1.627901e+01  0.172347
33659   53.0  461.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  -36.004184 -114.265418  119.803535  648.609557   56290.649030    0.308776   56290.803419  2.183379e-01   -0.024237   0.061135    0.132078    0.147628  26.469478   4.068471 -68.374329  3.509141e-07  6.761459e-01  1.607214e-06  0.079257
33704   98.0  461.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -103.617249 -121.031751  159.327396   68.311735   56331.990137    0.038871   56332.009573  2.748624e-02   -0.038265   0.378265    0.879361    0.958033  23.381465  12.665145 -84.223606  2.053003e-04  3.485626e+01  7.469475e-03  0.238868
33798   14.0  464.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  208.398472   82.096624  223.986113  421.019513   48374.623964    0.141123   48374.694525  9.978892e-02   -0.005166   0.016353    0.164677    0.165770   5.945286   2.192800 -72.467114  9.351939e-07  1.661224e+00  9.371815e-06  0.038469
33817   33.0  464.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  252.966651   -6.483782  253.049730   31.589314   48339.641547    0.006571   48339.644833  4.646539e-03   -0.013856   0.019073    0.269130    0.270170   5.006026   1.093128 -54.003104  2.707427e-04  5.815687e+01  5.828015e-02  0.019151
33822   38.0  464.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -340.529974  -76.223144  348.956488  128.457146   48341.109703    0.020099   48341.119752  1.421181e-02   -0.027222   0.025873    0.302059    0.304410   7.087323   2.825898 -43.544361  1.844769e-05  2.142100e+01  1.298145e-03  0.049681
33826   42.0  464.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  -50.363127  351.585624  355.174458   41.568704   48339.407601    0.090874   48339.453037  6.425744e-02   -0.023168   0.022666    0.313215    0.314896   5.907915   0.628841 -44.372262  1.822360e-04  4.900614e+00  2.836074e-03  0.011034
33902   12.0  465.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0 -277.208627   27.945691  278.613683  257.431379   69600.139225    0.033523   69600.155987  2.370412e-02   -0.037697   0.014448    0.821836    0.822834   2.812254   1.020070 -20.970863  1.241621e-05  3.471415e+01  5.238217e-04  0.017824
34043   46.0  468.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  -82.297897 -380.877515  389.667327   21.489510   52208.867632    0.020589   52208.877926  1.455841e-02   -0.032916   0.056914    0.164911    0.177536  21.736367   3.833351 -59.956992  3.844441e-04  1.219557e+01  2.640881e-02  0.071972
34147   58.0  470.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -130.795174  325.353290  350.659580  112.790704   43448.846197    0.031321   43448.861858  2.214707e-02   -0.190222  -0.203221    0.829545    0.875002  18.549460   9.323614  46.892295  6.878003e-05  3.951049e+01  3.105745e-03  0.170888
34202   12.0  472.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  -38.792132 -318.018898  320.376106  375.373783   44283.848246    0.017362   44283.856927  1.227665e-02   -0.055437  -0.046111    0.285171    0.294197  14.190241   1.282686  39.752729  2.087900e-06  2.396586e+01  1.700846e-04  0.023090
34333   52.0  474.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  138.632444  -84.958793  162.594437  264.096720   60760.253253    0.004613   60760.255559  3.261834e-03   -0.125211   0.175407    0.500030    0.544509  23.315949   8.055586 -54.479663  7.806903e-06  1.669845e+02  2.394143e-03  0.152595
34338   57.0  474.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  388.622330   37.276716  390.406031  235.181965   60683.007721    0.039041   60683.027242  2.760635e-02   -0.001539   0.037924    0.123295    0.129005  17.110571   0.237801 -87.675629  2.332376e-06  4.673189e+00  8.449001e-05  0.004343
34344   63.0  474.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -339.946602 -192.996781  390.911050  118.230376   60750.736960    0.018184   60750.746052  1.285772e-02   -0.053981   0.196762    0.474281    0.516315  23.277059   7.767383 -74.658509  3.693660e-05  4.015919e+01  2.872942e-03  0.147127
34347   66.0  474.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     3.0     1.0  316.994954 -273.385002  418.599045  168.170008   60739.965716    0.069929   60739.998123  3.524381e-02    0.037434   0.336826    0.904375    0.965794  20.542676   7.189006  83.658404  3.414974e-05  2.740400e+01  9.689846e-04  0.133641
34362   81.0  474.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -406.027279  200.638108  452.894913    9.898581   60641.192047    0.011299   60641.197696  7.989704e-03   -0.033253   0.057982    0.272960    0.281031  13.759481   2.439316 -60.165340  2.868193e-03  3.517855e+01  3.590311e-01  0.043819
34409  128.0  474.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  162.599246  144.974689  217.844383  458.989375   60710.209095    0.054027   60710.236109  3.820311e-02   -0.000523   0.055654    0.162465    0.171884  18.910286   1.411189 -89.461519  8.158888e-07  4.499341e+00  2.135717e-05  0.026032
34410  129.0  474.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  406.674282 -251.574598  478.198442  147.304803   60719.515346    0.041413   60719.536052  2.928306e-02   -0.019176   0.120281    0.323941    0.346082  20.605949   3.567588 -80.941708  1.594945e-05  1.181892e+01  5.446833e-04  0.066479
34411  130.0  474.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     2.0     1.0   89.490137 -158.457235  181.981263  266.326782   60716.208402    0.183671   60716.325303  1.015800e-01   -0.043062   0.156508    0.492760    0.518954  18.232792   2.481161 -74.616172  7.316433e-06  5.108872e+00  7.202700e-05  0.045579
34420  139.0  474.0    5.0  3.002000e+03     3.0   2.0   3.0  0.0     1.0     2.0 -264.525312 -122.356555  291.452856  340.477575   60699.975623    1.469141   60700.771763  7.367653e-01   -0.066475   0.333548    1.110049    1.161724  17.034542   3.224073 -78.728747  1.002135e-05  1.576792e+00  1.360183e-05  0.058822
34426  145.0  474.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  338.626606  325.898441  469.976353    8.422155   60714.862006    0.001039   60714.862525  7.343669e-04   -0.024154   0.164819    0.453864    0.483470  20.154368   0.990790 -81.662748  6.815898e-03  6.592471e+02  9.293982e+00  0.018420
34434  153.0  474.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -259.728730 -203.230119  329.790076  304.903560   60710.374555    0.037656   60710.393383  2.662691e-02   -0.020592   0.159938    0.472422    0.499217  18.847016   7.961278 -82.663486  5.369880e-06  1.874931e+01  2.016788e-04  0.146350
34438  157.0  474.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     3.0 -154.448126 -119.010951  194.981615  111.703713   60717.304805    0.031292   60717.318366  1.605762e-02   -0.039084   0.271861    0.750090    0.798802  20.110939   6.403953 -81.818994  6.401828e-05  4.974908e+01  3.987033e-03  0.118780
34440  159.0  474.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0   30.752938    7.995800   31.775400  516.104676   60706.764234    0.070638   60706.793817  3.668992e-02   -0.022652   0.248566    0.716106    0.758448  19.215835   5.275332 -84.792937  2.847412e-06  2.067241e+01  7.760961e-05  0.097367
34445  164.0  474.0    3.0  3.000000e+00     1.0   3.0   0.0  0.0     1.0     1.0  357.139665   41.459203  359.538045  351.462829   60706.826150    0.105377   60706.875522  5.300062e-02   -0.049139   0.337609    0.990298    1.047426  19.009255   3.796265 -81.718812  8.479387e-06  1.976289e+01  1.599896e-04  0.070028
34456  175.0  474.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  247.711297  425.925602  492.720514   23.801429   60710.131474    0.005686   60710.134317  4.020789e-03   -0.049703   0.487689    1.402670    1.485866  19.263871  11.665637 -84.180778  2.622851e-03  3.696378e+02  6.524847e-01  0.214193
34458  177.0  474.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0 -155.344830   45.111624  161.762402  524.840212   60698.569408    2.338998   60699.738907  1.653921e+00   -0.004153   0.046764    0.148635    0.156105  17.529189   4.614091 -84.924821  5.667124e-07  9.438487e-02  3.426480e-07  0.084362
34465  184.0  474.0    6.0  1.005000e+03     2.0   5.0   1.0  0.0     1.0     2.0 -158.484750  199.951720  255.143306  327.104885   60701.677354    0.055279   60701.703434  2.019300e-02   -0.084646   0.530741    1.604869    1.692480  18.514993   1.793691 -80.938430  1.581793e-05  8.381935e+01  7.833759e-04  0.033009
34466  185.0  474.0   14.0  3.011000e+03     3.0  11.0   3.0  0.0     3.0     1.0 -114.794491   25.409587  117.573051  383.965829   60702.716478    0.080019   60702.745011  2.741764e-02   -0.350363   2.191917    6.531001    6.898053  18.771754   1.625351 -80.918473  4.678874e-05  2.516009e+02  1.706582e-03  0.029957
34469  188.0  474.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0 -109.040364  247.691543  270.630563  277.073184   60701.062120    0.133800   60701.150638  7.666511e-02   -0.036256   0.168859    0.536511    0.563959  17.843808   6.875023 -77.881904  7.346130e-06  7.356233e+00  9.582228e-05  0.125753
34472  191.0  474.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -481.186293   83.724843  488.415907   67.210527   60704.557843    0.004397   60704.560042  3.109027e-03   -0.018082   0.096288    0.285874    0.302196  18.916890   2.962956 -79.364224  6.689807e-05  9.723070e+01  2.152429e-02  0.054641
34490  209.0  474.0    3.0  3.000000e+00     1.0   3.0   0.0  0.0     1.0     1.0  186.040236  -15.929075  186.720927  594.655046   60708.146315    0.073248   60708.182524  3.663110e-02   -0.090500   0.606547    1.730518    1.835971  19.513310   9.206074 -81.513767  5.192012e-06  5.012193e+01  1.417417e-04  0.169735
34500  219.0  474.0   10.0  3.007000e+03     3.0   7.0   3.0  0.0     1.0     3.0  -51.859107 -133.516991  143.234611  245.106790   60700.441611    0.099537   60700.497217  3.729225e-02   -0.220114   1.413516    4.315208    4.546227  18.341082   0.994035 -81.148927  7.567290e-05  1.219113e+02  2.029240e-03  0.018277
34509  228.0  474.0    7.0  2.005000e+03     3.0   5.0   2.0  0.0     1.0     1.0 -125.853248  147.688789  194.038704  169.500937   60701.520507    1.343750   60701.730531  5.005278e-01   -0.951569   6.215724   18.692398   19.721827  18.592989   3.151144 -81.296135  6.864406e-04  3.940214e+01  1.371436e-03  0.057997
34517  236.0  474.0    4.0  1.003000e+03     2.0   3.0   1.0  0.0     1.0     3.0 -255.516433 -321.683004  410.814560  116.706290   60872.802979    0.099269   60872.852003  5.597439e-02   -0.033275   0.230560    0.488976    0.541642  25.473155   2.759295 -81.787576  3.976711e-05  9.676782e+00  7.104646e-04  0.053324
34525  244.0  474.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     1.0     2.0  -41.494212  -78.494254   88.786923  269.535135   60758.850683    0.074870   60758.898325  4.139911e-02   -0.028927   0.621788    1.616373    1.732086  21.061558   3.861758 -87.336400  2.384178e-05  4.183974e+01  5.759147e-04  0.072171
