N. sh	P. id	x (m)	y (m)	t (ns)	px (GeV/c)	py (GeV/c)	pz (GeV/c)	Psq (GeV)	ek (GeV)	zha (°)	aza (°)
5734	6	-485.054	-604.451	54691.3	-0.516562	-0.638383	2.75737	8.27746	2.77334	16.5846	-128.979
5735	6	-273.857	1364.16	24178.7	0.398112	0.403964	1.0616	1.44868	1.10258	28.1137	45.4181
5735	5	-166.819	284.497	23395.5	1.56501	0.720412	4.10479	19.8176	4.34729	22.7687	24.7178
5735	3	172.699	-231.218	23630.7	0.0250271	0.0109057	0.0693683	0.00555724	0.0740377	21.4822	23.5454
5735	1	-1493.86	-186.471	23200.5	-0.0409533	0.0574311	0.219248	0.0530452	0.230315	17.8342	125.492
5735	1	319.11	-129.499	24482.1	0.033665	0.0160028	0.0499995	0.00388936	0.0623648	36.7048	25.4243
5737	5	209.094	-634.21	55819.2	0.748855	-2.7538	6.23593	47.031	6.75307	24.5906	-74.7871
5737	6	-281.497	264.697	54551.8	2.25006	-8.69524	23.8308	648.579	25.3618	20.651	-75.4919
5737	6	-1154.53	1116.25	53526.4	0.0714872	-0.389341	1.38681	2.07994	1.34041	15.9308	-79.5958
5740	5	-3580.02	-894.87	81777.6	0.0927721	-0.285654	0.604164	0.455219	0.577264	26.4328	-72.0077
5741	2	-517.821	3151.31	44124.7	-0.0150958	0.0398103	0.0852014	0.00907202	0.0947375	26.552	110.766
5742	5	130.323	-332.712	22900.8	0.272585	-0.0830326	2.06773	4.3567	1.98428	7.84644	-16.9413
5743	14	653.471	555.615	88557.1	0.129304	0.0614522	1.5968	2.57026	0.91931	5.12328	25.4195
5746	5	-9205.97	-2140.01	114189	-0.0875003	-0.0932992	0.168783	0.0448486	0.131011	37.1563	-133.163
5746	5	1763.97	-3122	103913	-0.08313	-0.407398	0.897051	0.977584	0.8887	24.8682	-101.533
5751	1	315.272	274.622	44279.4	0.00667501	-0.0125795	0.0616826	0.00400755	0.0633052	13.0002	-62.0484
5755	5	-88.4046	-720.855	58039.7	-0.0479066	-0.111734	0.232782	0.068967	0.177415	27.5759	-113.208
5755	6	-2282.02	-303.901	60276.2	-0.156462	-0.0544248	0.255715	0.0928326	0.216826	32.9359	-160.82
5757	5	1734.46	1291.11	43937.3	-0.142163	0.92553	2.34691	6.38481	2.42337	21.7513	98.7325
5757	5	-2934.54	749.483	48154.7	-0.274439	0.138752	0.42997	0.279443	0.433421	35.5728	153.18
5758	1	1352.28	-228.64	70614	0.0848135	0.0215574	0.185849	0.0421978	0.205421	25.2142	14.2611
5760	6	894.453	1775.31	67865.8	0.776962	0.133273	1.46035	2.75406	1.55724	28.3605	9.73327
5761	5	78.2955	666.568	48461.7	-0.0683783	-0.190616	0.737028	0.584221	0.665953	15.3637	-109.734
5763	6	-165.312	-869.458	67453.1	0.151658	0.062379	1.42409	2.05492	1.33173	6.56875	22.358
5763	6	-688.302	-1785.79	67373.9	0.140907	-0.0615558	1.50506	2.28885	1.41092	5.83343	-23.5983
5767	5	-722.84	-823.323	40519.3	-0.0277923	0.0287427	0.426125	0.183181	0.335187	5.36018	134.037
5771	1	-886.579	1406.75	47834.3	-0.00875335	0.012324	0.0488969	0.00261941	0.0511802	17.1788	125.385
5771	6	1840.93	311.352	47571	0.000808412	0.0199966	0.212324	0.0454822	0.132346	5.38459	87.6849
5771	5	35.2765	-217.207	47189.6	-0.058195	0.0401281	0.21534	0.0513683	0.144406	18.1733	145.412
5771	1	365.172	-60.6426	46976.4	0.00638399	0.0432776	0.152475	0.0251622	0.158626	16.0085	81.6087
5771	1	363.63	-69.4256	46968.5	0.00215029	0.0135917	0.050822	0.00277223	0.052652	15.1503	81.01
5771	2	369.921	-66.9373	46972.1	0.000928996	0.0203711	0.0681124	0.00505515	0.0705904	16.6673	87.3889
5771	2	364.354	-60.6755	46976.9	-0.00155285	0.0396167	0.147986	0.0234718	0.152695	14.998	92.2447
5771	3	362.043	-67.3326	46970.1	0.0146819	0.116624	0.435924	0.203846	0.450983	15.0906	82.8248
5771	14	312.613	-82.7411	47228.7	-0.03141	0.512629	1.05888	1.385	0.566836	25.8749	93.5063
5771	14	339.951	-106.93	47165.1	0.285384	0.386696	1.39488	2.17667	0.810163	19.0112	53.5724
5771	14	-181.254	-8.40915	47837.2	-0.21119	-0.198962	1.56596	2.53641	0.910177	10.4971	-136.708
5771	6	-792.959	864.266	47498.5	-0.140874	0.233057	0.941096	0.959823	0.879728	16.1389	121.151
5775	5	-1826.07	4697.22	73207.4	-0.115513	0.0803215	0.368658	0.155704	0.302836	20.8887	145.187
5779	14	1313.03	-872.72	39790.4	0.529662	0.188869	0.753467	0.883926	0.38999	36.7348	19.6254
5779	14	894.512	-1111.68	39010.1	-0.056923	-0.212461	1.17827	1.4367	0.583914	10.574	-104.999
5782	13	6052.42	509.922	70980.5	0.302569	0.475291	1.1536	1.64824	0.651352	26.0312	57.5193
5784	6	753.744	2302.49	34366.8	0.140569	0.250327	1.04924	1.18333	0.987269	15.3028	60.684
5785	5	-1062.8	-1143.86	102763	-0.187737	-0.0216453	0.444297	0.233113	0.388585	23.0423	-173.423
5785	14	-765.112	-1219.23	103120	0.2269	-0.243016	1.12796	1.38284	0.56612	16.4233	-46.9643
5787	6	677.239	556.787	69198.3	0.216124	-0.641424	1.78829	3.65611	1.80935	20.7313	-71.3791
5789	6	14.4503	1660.21	72080.7	-0.0626171	0.199069	0.411513	0.212892	0.367687	26.8903	107.461
5789	14	2675.04	-325.378	71949.5	-0.17018	0.585859	0.999773	1.37174	0.562425	31.3921	106.198
5790	5	87.5231	-1929.58	47896.6	-0.299565	0.17676	1.70115	3.0149	1.6339	11.5557	149.457
5791	6	-289.653	496.45	41397.3	0.175771	-1.18167	2.79586	9.24408	2.93658	23.1369	-81.5394
5791	6	351.348	408.703	41739.5	0.442325	-1.34077	3.32775	13.0672	3.51074	22.9898	-71.7421
5802	6	1209.14	4477.97	84298.8	0.0745568	0.480689	0.289057	0.320174	0.469961	59.2798	81.1834
5802	13	2881.37	90.9073	79447.3	1.0382	0.00619361	1.60203	3.6444	1.18815	32.9458	0.341806
5802	14	257.405	-1264.92	80816.3	-0.178705	-0.378646	0.734093	0.7142	0.324485	29.6988	-115.265
5803	5	-426.768	-677.22	70376.8	1.09224	-0.580689	5.13585	27.9071	5.17811	13.5422	-27.9974
5807	5	975.225	-243.464	60287.2	-0.423082	-1.04826	3.97146	17.0503	4.02489	15.8882	-111.979
5808	1	321.215	3656	60098.3	-0.00490618	0.0976357	0.28763	0.0922879	0.303789	18.7717	92.8767
5810	3	6608.95	138.174	80957	0.0229482	-0.0523289	0.0873852	0.0109011	0.103899	33.18	-66.3208
5811	5	-368.212	-1735.49	49106.6	-0.052642	-0.130924	0.755079	0.590057	0.669726	10.5855	-111.904
5811	6	141.012	38.0097	48743.2	-0.16139	0.118096	2.3454	5.5409	2.25062	4.87361	143.805
5817	5	-20.1172	863.429	80485.5	-0.0702819	-0.371174	0.679677	0.60467	0.679093	29.0656	-100.722
5821	5	-166.646	1428.32	51572.2	-0.539557	0.494857	5.79598	34.1294	5.73733	7.19924	137.474
5823	6	1081.88	-350.431	56884.4	-2.0398	-0.870935	6.65801	49.2484	6.91286	18.4242	-156.879
5825	5	164.531	413.66	62661	-1.66477	-0.585856	6.11033	40.4508	6.25531	16.1103	-160.612
5827	5	876.464	-424.894	68862.8	0.401514	-2.05229	6.05341	41.0169	6.29966	19.0579	-78.9304
5834	5	-1222.77	-2250.59	124779	-0.159391	-0.116368	1.41282	2.03501	1.32479	7.95191	-143.868
5834	6	148.371	-164.403	124650	0.00759987	0.203857	2.42437	5.91917	2.32957	4.80983	87.865
5834	5	69.2885	-2.91085	124694	-0.107655	0.980424	8.56697	74.3658	8.51855	6.56756	96.2662
5834	5	-646.947	-101.995	125043	-0.164433	0.0754262	0.699666	0.52226	0.6247	14.497	155.359
5834	1	926.911	-778.03	125091	0.0132677	-0.00696414	0.0479629	0.00252498	0.0502491	17.3496	-27.6947
5834	5	73.708	-992.852	124942	0.00350065	-0.107485	0.491097	0.252741	0.408059	12.3519	-88.1346
5834	6	-539.741	66.1548	124991	-0.248419	0.196755	1.15756	1.44037	1.09914	15.3104	141.62
5834	14	-495.685	-181.395	126533	-0.398522	0.153038	1.16664	1.54328	0.618531	20.0986	158.993
5835	5	1319.07	437.129	52860.9	0.145517	0.0608689	0.55359	0.331342	0.479581	15.9038	22.6993
5835	6	-2494.27	-1071.49	50250.9	0.10797	0.042181	1.20167	1.45744	1.1062	5.5099	21.3393
5837	5	110.732	-296.937	78317.6	0.581989	0.951504	4.3501	20.1674	4.3864	14.381	58.5479
5841	1	-402.949	-193.193	50889.2	-0.0220035	-0.0108369	0.0663994	0.00501047	0.0707847	20.2738	-153.779
5841	1	-410.977	-189.809	50894.5	-0.0311992	-0.0121856	0.0953089	0.0102057	0.101023	19.363	-158.666
5841	1	-379.994	-214.24	50875.8	-0.0175622	-0.0112635	0.0571007	0.00369579	0.060793	20.0716	-147.326
5843	6	-2726.24	4021.91	110558	-0.242608	0.778276	1.64512	3.371	1.73341	26.3599	107.314
5847	5	613.814	-762.13	59311.4	-0.208045	-0.0112094	0.800416	0.684074	0.728151	14.5902	-176.916
5855	5	-1526.97	-2007.36	68849.9	-0.0411777	0.0460824	1.00046	1.00473	0.902259	3.53475	131.783
5857	6	3522.74	526.742	80487.7	-0.0425366	-0.154707	0.787105	0.645278	0.704553	11.5217	-105.374
5863	6	888.204	-1548.06	44234.1	0.0225919	-0.0110771	0.597966	0.358196	0.502091	2.40949	-26.1193
5864	6	-187.921	625.083	98477.7	0.00842611	-0.0512731	0.674559	0.45773	0.5791	4.40476	-80.6676
5865	5	543.517	-1155.6	67982.6	1.46879	-0.72223	4.05555	19.1265	4.269	21.9782	-26.1841
5866	3	-952.649	-4785.77	33656.3	-0.0354569	-0.100645	0.101374	0.0216633	0.146674	46.4682	-109.407
5866	13	-1295.1	197.646	29604.2	-0.530393	-0.0831463	1.01399	1.3164	0.543398	27.8996	-171.091
5871	1	-641.662	-314.791	45281.9	-0.0195813	-0.0896509	0.269734	0.0811771	0.284916	18.7885	-102.321
5871	1	-642.586	-317.586	45285.3	-0.0053111	-0.0219519	0.0662627	0.00490084	0.070006	18.8214	-103.601
5871	3	-621.997	-302.488	45267.9	-0.0122105	-0.0316215	0.115997	0.0146044	0.120339	16.2896	-111.114
5873	6	-2171.12	-1145.03	44337.4	0.405465	-0.069167	1.79	3.37327	1.73403	12.9413	-9.68072
5878	6	-979.72	648.28	65028.7	-0.0650347	-0.0973176	0.449981	0.216183	0.371151	14.5805	-123.754
5880	5	1628.83	1052.3	23475	0.15577	-0.120896	0.596746	0.394986	0.53164	18.2849	-37.8158
5880	6	-115.837	493.595	22695.8	0.333703	-1.63778	6.77547	48.7006	6.87372	13.8576	-78.4834
5880	6	215.274	-330.542	23560.3	0.966834	-3.51971	9.89419	111.218	10.4409	20.2496	-74.6402
5886	6	2856.32	79.029	34271.2	0.105451	-0.0293795	0.292215	0.0973728	0.22379	20.5366	-15.5682
5888	1	-58.9143	-656.638	50933.7	-0.0503961	-0.0623242	0.174121	0.0367423	0.191683	24.7172	-128.959
5888	1	516.237	1012.91	49048.1	-0.0238638	-0.0159934	0.0565898	0.00402768	0.063464	26.9144	-146.17
5892	5	2319.08	3659.81	45641.9	0.113481	0.0852714	0.508274	0.278492	0.432538	15.6036	36.9218
5899	6	2035.98	-946.043	115916	0.0295903	0.12327	0.608697	0.386583	0.525013	11.7647	76.5019
5904	5	4384.52	753.635	60533.1	0.0864383	0.0142194	0.18578	0.042188	0.125321	25.2451	9.34168
5905	6	-1627.03	-719.768	70564.3	0.518035	0.137895	1.36598	2.15329	1.36555	21.4273	14.9058
5905	6	1321.94	802.331	74847.8	2.21531	0.82588	4.47071	25.5769	4.95281	27.8713	20.4457
5909	6	141.706	-2276.53	63700.3	0.155685	-0.0842089	0.324202	0.136436	0.278529	28.6326	-28.4086
5911	6	382.04	2252.74	65428.4	0.210961	-0.109248	0.742656	0.607978	0.681197	17.7391	-27.3777
5917	5	515.363	53.6719	45377.1	2.2838	0.211673	4.92695	29.5354	5.33002	24.9629	5.2953
5917	6	-58.8844	-252.655	44561.9	1.73877	0.140363	3.97987	18.8824	4.24101	23.6684	4.61523
5918	6	-831.875	-28.1359	23993.8	-0.243908	0.122548	0.588204	0.420493	0.551347	24.8943	153.323
5918	5	-133.691	259.492	23479.3	-0.734455	0.891063	4.17183	18.7376	4.22432	15.4718	129.497
5918	6	-870.7	-114.262	23916.3	-0.76236	0.289569	2.09839	5.06829	2.14811	21.2377	159.202
5918	1	199.776	166.107	23578	-0.130458	0.102698	0.613128	0.403492	0.63521	15.1519	141.79
5918	1	253.472	115.007	23538	-0.0429256	0.0163931	0.698954	0.490649	0.700463	3.76122	159.098
5918	14	232.101	190.21	23654.4	-0.300264	0.578788	2.46554	6.50404	1.77915	14.8133	117.419
5918	6	-124.434	404.661	23787.1	-0.0718123	0.11711	0.340585	0.13487	0.276485	21.9666	121.517
5920	1	20.1284	702.139	14333.9	0.00588736	0.00478328	0.079732	0.00641473	0.080092	5.43467	39.0927
5920	2	322.989	198.941	14518.8	0.0394856	-0.0165878	0.197582	0.0408729	0.20166	12.2304	-22.7872
5920	3	322.782	197.608	14519	0.07055	-0.0356927	0.358485	0.134763	0.36659	12.4376	-26.8358
5920	1	362.782	128.917	14569.4	0.0155839	-0.00895014	0.0690107	0.00508544	0.0713123	14.5963	-29.8696
5920	1	303.321	162.597	14517.8	0.0165768	-0.00959222	0.0940287	0.00920819	0.0959593	11.5127	-30.056
5920	1	289.338	195.901	14501.1	0.00796018	-0.00291124	0.0515811	0.00273245	0.0522728	9.33149	-20.0888
5920	1	236.043	212.399	14484.3	0.000945093	-0.000928122	0.07138	0.00509686	0.0713923	1.06313	-44.4809
5920	1	245.842	210.621	14485.3	0.00393395	-0.00177571	0.100191	0.0100568	0.100284	2.46674	-24.2935
5920	2	307.71	154.375	14528.2	0.00361548	-0.0166415	0.0683442	0.00496094	0.0699248	13.9918	-77.7426
5920	1	325.935	186.79	14524	0.0455653	-0.0200589	0.233057	0.056794	0.238315	12.0582	-23.7602
5920	1	333.688	184.213	14529.8	0.0107721	-0.004701	0.0524411	0.0028882	0.053742	12.6325	-23.5768
5920	2	337.845	172.932	14537	0.0179058	-0.010217	0.0895744	0.00844858	0.0914066	12.961	-29.709
5920	1	330.64	181.322	14528.6	0.069355	-0.0325113	0.345577	0.12529	0.353964	12.4976	-25.1156
5920	1	329.305	165.029	14533.5	0.0159068	-0.00957046	0.0807133	0.00685925	0.0828206	12.9527	-31.0336
5920	1	323.367	186.988	14522.4	0.0269235	-0.0119695	0.138816	0.0201382	0.141909	11.9834	-23.9687
5920	1	318.324	199.433	14516.5	0.0154476	-0.00424663	0.0834853	0.00722646	0.0850086	10.8629	-15.3712
5920	5	-532.89	-401.204	14869	-0.056411	-0.206492	0.69018	0.522169	0.624638	17.2312	-105.28
5920	6	-963.635	22.9309	15076.4	-0.111957	-0.0373516	0.313253	0.112057	0.245369	20.6447	-161.55
5920	5	226.701	68.84	14592.7	0.0948774	-0.075395	0.575947	0.346401	0.492308	11.8824	-38.4727
5920	14	-71.9908	174.203	14687.5	0.120791	-0.322054	3.13056	9.91871	2.34792	6.27006	-69.4407
5922	6	602.524	534.37	93940.5	-0.506026	0.296842	3.72047	14.1861	3.66226	8.96097	149.603
5924	13	-2118.25	-1112.97	75728.4	-0.476098	-0.667444	2.37881	6.33089	1.74626	19.0163	-125.501
5927	1	-481.334	1126.13	34636	-0.027656	0.0105347	0.0620948	0.0047316	0.0687866	25.4826	159.147
5934	13	-3516.82	-3095.32	53606.3	-0.558173	-0.531599	0.804262	1.24099	0.517753	43.7835	-136.397
5935	2	-2233.65	1862.53	58142.7	-0.0800298	-0.0019411	0.193312	0.043778	0.208722	22.4952	-178.611
5936	1	2065.23	-2361.97	64473	0.0217336	-0.000930987	0.0797937	0.00684025	0.0827058	15.2495	-2.45284
5942	5	-1379.68	-707.312	50916.4	-0.0133773	-0.19141	0.73975	0.584046	0.66584	14.541	-93.9978
5944	1	3057.23	-99.2695	89114.6	-0.0241004	-0.021283	0.050206	0.00355444	0.0596191	32.6361	-138.552
5944	5	-44.2401	-1506.58	92647.8	-4.61226	-3.75174	13.3013	212.272	14.4643	24.0839	-140.874
5950	5	-1167.69	-489.622	32127.1	-0.22122	-0.390082	2.15742	4.85558	2.10041	11.7423	-119.558
5950	6	-687.875	-273.209	31887.7	-0.104658	-0.339519	2.79082	7.91489	2.70967	7.25498	-107.132
5955	5	803.809	-518.315	60351.6	0.485941	0.285852	1.8347	3.68396	1.81661	17.0816	30.4659
5955	6	459.03	1417.26	61803	0.410768	0.774723	1.5996	3.32765	1.72158	28.7311	62.0669
5955	5	-459.127	-1270.72	59157.7	0.318721	0.0991093	1.97971	4.03067	1.90477	9.56992	17.2736
5956	5	380.138	1773.49	45567.6	-0.287486	0.118341	1.04544	1.18959	0.990129	16.5614	157.626
5957	5	-609.747	-658.307	27132.8	-0.568917	0.710789	2.31399	6.18342	2.38323	21.477	128.674
5957	5	417.482	337.927	27680.3	-0.460625	1.57592	3.49662	14.9221	3.7587	25.1527	106.293
5957	5	97.5144	117.445	27536.2	-0.673175	1.57399	3.87596	17.9537	4.13284	23.8297	113.156
5957	6	139.344	202.383	27687.5	-0.0912732	0.326729	0.685842	0.585462	0.666757	26.3184	105.608
5957	3	-154.917	899.523	28850.8	-0.0277077	0.0757717	0.127033	0.0226464	0.149977	32.4197	110.086
5957	1	-496.71	-854.702	27183.5	-0.0560379	0.0206187	0.166373	0.0312453	0.176763	19.7429	159.799
5957	5	-62.8842	-265.698	27443.1	-0.0861004	0.0983934	0.298914	0.106444	0.237281	23.6248	131.188
5962	6	-806.169	2053.32	98086.2	-0.842321	1.96312	5.46392	34.4178	5.76196	21.3537	113.223
5963	5	-277.353	-645.293	36369.2	-0.0389656	0.0500384	0.39602	0.160854	0.309091	9.09837	127.908
5963	13	-879.626	-1316.49	40348.6	-0.276248	-0.0296553	1.0497	1.17907	0.496349	14.8251	-173.873
5964	5	-236.977	-39.5859	43870.1	-6.18811	-1.15866	24.7386	651.632	25.4216	14.278	-169.395
5964	6	-19.0257	476.828	43774.8	-0.163886	0.0812082	0.785704	0.650784	0.707944	13.1044	153.641
5964	6	-17.2723	54.257	43788	-0.154033	-0.0171048	0.586713	0.36825	0.510307	14.7967	-173.663
5964	1	-909.616	1122.97	44994.4	-0.0561891	0.0271229	0.12363	0.0191773	0.138482	26.7788	154.233
5964	1	-916.406	1133.97	45011.3	-0.0654356	0.0338193	0.13903	0.0247549	0.157337	27.9148	152.669
5964	1	-913.279	1138.9	45010.7	-0.0283478	0.0160655	0.0608918	0.0047695	0.0690616	28.1516	150.459
5964	3	-897.157	1146.97	44998.2	-0.0376654	0.0369004	0.0977733	0.0123399	0.110575	28.3378	135.588
5964	5	-782.529	-135.738	44619	-0.209709	-0.0633632	0.561954	0.363785	0.506673	21.2978	-163.188
5964	1	468.453	-174.282	43488.2	-0.0130838	-0.0197491	0.159266	0.025927	0.161019	8.46037	-123.525
5964	5	-1736.12	14.6016	46020.6	-0.944463	-0.104675	1.41672	2.91007	1.6035	33.8511	-173.676
5964	6	-338.19	265.764	44376.3	-0.101049	0.0118772	0.18615	0.0450039	0.131339	28.6598	173.296
5964	1	903.85	-419.48	43625.1	-0.00607785	-0.0086191	0.054889	0.00312403	0.055893	10.8764	-125.19
5964	13	966.923	2458.67	50275.7	-0.128819	0.536899	1.0562	1.42042	0.578067	27.5985	103.492
5967	1	1251.86	-358.534	53406.6	0.0255243	-0.0282897	0.081365	0.00807207	0.0898447	25.0932	-47.9418
5967	2	1252.35	-359.363	53408.2	0.0371682	-0.0330997	0.102346	0.0129518	0.113296	25.9333	-41.6863
5967	14	619.014	-137.215	53296.8	-0.952708	0.0102539	2.95166	9.62005	2.30216	17.8895	179.383
5971	5	1685.55	-1840.77	93576.9	-0.330118	0.241299	1.65731	2.91389	1.60462	13.8596	143.835
5971	6	1943.52	351.115	94648.7	-1.50075	1.48442	6.03389	40.8636	6.28768	19.2816	135.314
5972	6	-543.974	-223.693	59078.6	0.408626	1.12613	4.67073	23.2509	4.71742	14.3855	70.0563
5972	5	51.6763	-695.67	58919	0.815413	1.45569	7.8822	64.913	7.95189	11.952	60.7445
5972	6	-1409.04	1290.68	60352.6	0.0252686	0.25058	0.779386	0.670871	0.720195	17.9077	84.2417
5975	1	-57.9918	-594.141	45301.6	0.0322564	0.027681	0.0877736	0.00951092	0.0975239	25.8392	40.6347
5975	1	-58.0352	-594.141	45301.6	0.060148	0.052026	0.164848	0.0334994	0.183028	25.7538	40.8587
5975	3	-57.1021	-594.015	45302.9	0.123123	0.0833445	0.25553	0.0874011	0.295126	30.1928	34.0949
5976	6	-5750.42	-1062.35	94376.7	-0.203094	-0.330255	0.787919	0.771133	0.778817	26.2001	-121.59
5979	5	1728.95	848.48	110895	0.706971	0.0904353	5.28993	28.4913	5.23311	7.67347	7.28965
5979	5	733.023	1859.93	111486	0.20031	0.385537	1.34092	1.98683	1.30785	17.9527	62.5454
5979	1	745.281	314.883	110671	0.00972705	0.00134849	0.0798487	0.00647225	0.0804503	7.01123	7.89279
5979	3	745.339	314.852	110671	0.107796	0.0151825	0.863468	0.757427	0.869792	7.18556	8.01707
5979	5	1893.37	925.765	112278	0.297462	0.181149	0.625484	0.512529	0.618007	29.1098	31.3407
5980	6	994.978	2269.78	120183	-0.366931	-0.561942	3.4442	12.3129	3.40491	11.0264	-123.143
5987	5	988.838	947.101	66659.3	-0.439436	0.185645	1.0711	1.37482	1.07162	24.007	157.098
5988	6	529.811	-650.761	66924.6	0.20066	-0.312236	2.75251	7.71406	2.67377	7.67957	-57.273
5990	5	2468.15	-3060.61	96349.9	-0.235389	0.112765	1.15421	1.40033	1.08241	12.7421	154.403
5990	5	504.571	-2581.9	97766.7	-0.687577	0.318982	3.00418	9.59958	2.99446	14.1604	155.112
5991	1	-533.899	-862.526	21562.7	-0.0175337	-0.0191035	0.0878521	0.00839036	0.0915989	16.4444	-132.547
5991	6	383.287	-535.185	21279.3	0.166979	-0.247787	1.75443	3.16729	1.67716	9.66536	-56.0247
5991	14	-257.189	80.5728	21936	-0.561954	-0.220162	2.44245	6.32983	1.74691	13.8801	-158.606
5994	1	-262.932	-936.431	57824.3	0.0641986	-0.0610711	0.174741	0.0383857	0.195923	26.8884	-43.5698
5995	6	294.293	562.119	52331.1	-0.846811	1.10022	4.47015	21.9098	4.57633	17.2541	127.585
5995	5	-1008.84	1147.96	53698.6	-0.717096	0.655007	2.74148	8.45896	2.80469	19.5076	137.591
6002	5	163.45	-728.93	87712.1	0.07526	-2.03346	5.86192	38.5028	6.1003	19.1434	-87.8804
6008	6	-3499.06	647.418	109107	-0.320819	0.0995363	1.8967	3.71031	1.82346	10.0429	162.763
6017	6	-266.588	297.446	63613.4	0.903097	-1.15561	3.40004	13.7113	3.59872	23.3334	-51.9929
6017	14	942.565	230.262	65925.7	1.08569	-0.446461	1.67659	4.189	1.31325	34.9988	-22.3536
6019	5	-541.668	341.533	34063.3	0.0352256	-0.0221597	0.998948	0.99963	0.899724	2.38556	-32.1731
6019	3	-342.988	-276.142	34098	0.0174247	-0.0252865	0.232061	0.0547954	0.233574	7.53819	-55.4296
6020	3	438.714	-432.546	31110.5	-0.226523	-0.0188101	0.575814	0.383229	0.618544	21.5416	-175.253
6020	2	144.313	5918.21	36563.6	-0.0209769	0.0274543	0.0784677	0.00735095	0.0852282	23.7649	127.382
6023	6	-2131.96	883.169	75597.2	-0.262272	0.118586	1.01409	1.11124	0.953775	15.8458	155.67
6023	5	-814.8	267.444	74540.3	-0.815892	0.155525	4.44452	20.4437	4.41704	10.5852	169.208
6024	5	540.174	-3013.52	132204	-0.411029	-2.22273	4.73005	27.4828	5.13781	25.5424	-100.477
6032	5	471.654	21.5733	27858.5	-0.4313	-0.0122387	1.61709	2.80116	1.57134	14.9397	-178.375
6032	5	516.56	-1071.8	28117.3	-0.418979	-0.323092	1.59192	2.81413	1.5752	18.3847	-142.363
6047	6	423.301	2521.82	82445.4	0.05458	0.231297	0.85507	0.787622	0.78809	15.5322	76.7226
6053	6	-434.298	-17.5348	58428.9	-0.4374	-0.579702	2.49621	6.75842	2.49618	16.2209	-127.035
6062	6	1474.89	1145.82	94244.1	0.0228829	0.190966	0.227115	0.0885728	0.210153	40.2597	83.167
6063	6	-1135.48	-252.906	53984.9	1.13036	1.60226	8.49773	76.0564	8.61601	12.9936	54.7978
6063	5	443.272	922.033	55785.7	1.54833	1.69438	6.36081	45.7281	6.65742	19.8417	47.5787
6063	6	1142.51	2290.13	57749.3	0.684074	0.958024	2.51179	7.69485	2.67031	25.1108	54.4714
6064	1	877.58	337.209	34098.5	0.0611878	-0.0391405	0.17449	0.0357227	0.189004	22.6007	-32.6062
6064	13	-1168.08	492.808	36205.3	-0.356276	0.376297	0.877772	1.03902	0.446724	30.5559	133.434
6068	1	111.778	574.814	28217	0.0549947	0.0700502	0.124831	0.0235143	0.153344	35.5053	51.8654
6075	5	-1595.88	-273.823	39851.7	-0.359448	0.0311598	1.85585	3.57434	1.78788	11.0017	175.046
6075	1	-358.073	286.412	39618.4	-0.00240406	0.0315631	0.210991	0.0455192	0.213352	8.53234	94.3556
6075	3	-354.749	284.969	39617.8	-0.000894985	0.0396005	0.25361	0.0658871	0.256174	8.87713	91.2947
6084	1	453.911	-433.978	41446.2	0.0322341	0.0144172	0.0794292	0.00755589	0.0869246	23.9682	24.0973
6085	5	-96.281	-314.754	64751.5	-2.46921	0.385689	6.15502	44.13	6.53822	22.0989	171.122
6087	5	-1083.06	1449.73	44917.1	-0.214637	-0.317632	1.02529	1.19818	0.994044	20.5005	-124.049
6088	5	-1358.15	-1105.71	77915	-0.0969506	-0.413103	1.47454	2.35433	1.43236	16.0541	-103.208
6088	13	3120.95	1596.05	81417.7	0.252979	0.15163	0.821319	0.761554	0.342752	19.7535	30.9376
6089	2	-615.716	-357.762	47369.2	-0.016175	-0.0193633	0.0499331	0.00312988	0.0554366	26.8066	-129.873
6089	1	-272.294	-790.622	47816.8	-0.0275279	-0.0719323	0.139888	0.0255008	0.15969	28.8363	-110.941
6089	6	21.9085	353.349	46356.5	-0.11379	-0.43247	2.10878	4.64694	2.05261	11.9728	-104.741
6092	6	487.798	1288.9	44761.6	0.184349	0.258792	0.447769	0.301455	0.453465	35.3596	54.536
6092	1	-242.699	-41.1434	42878.8	0.00803166	0.00613468	0.0710609	0.0051518	0.071776	8.09451	37.373
